url_path,views_total,views_unique
/MimBinFikret/TelegramBasic/blob/main/main.py,9,1
/MimBinFikret/TelegramBasic/blob/main/TelegrambotLite.ipynb,6,1
/MimBinFikret/TelegramBasic/blob/main/requirements.txt,5,1
/MimBinFikret/TelegramBasic/tree/main/.github/ISSUE_TEMPLATE,3,1
/MimBinFikret/TelegramBasic/tree/main/.github/workflows,3,1
/MimBinFikret/TelegramBasic,2,2
