url_path,views_total,views_unique
/MimBinFikret/TelegramBasic,5,2
/MimBinFikret/TelegramBasic/tree/main/MimBinFikret,3,1
/MimBinFikret/TelegramBasic/tree/main/MimBinFikret/TelegramBasic,3,1
/MimBinFikret/TelegramBasic/tree/main/.github,2,1
