time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-10 00:00:00+00:00,11,5,0,0
2023-08-11 00:00:00+00:00,3,3,0,0
2023-08-12 00:00:00+00:00,1,1,0,0
2023-08-14 00:00:00+00:00,1,1,0,0
2023-08-17 00:00:00+00:00,2,2,0,0
2023-08-18 00:00:00+00:00,4,3,0,0
2023-08-19 00:00:00+00:00,9,6,0,0
2023-08-20 00:00:00+00:00,4,3,0,0
2023-08-21 00:00:00+00:00,1,1,0,0
